CLIENTNUM;Churn;Age;Gender;Dependents;EducationLevel;MaritalStatus;YearIncome;Purpose;Card_Category;Months;TotalRelationshipCount;MonthsInactive12;ContactsCount12;CreditLimit;TotalAmtChngQ4Q1;TotalTransAmt;TotalCtChngQ4Q1;AvgUtilizationRatio
720707283;0;48;M;4;среднее;гражданский брак;348718.2528;покупка коммерческой недвижимости;Blue;36;5;3;0;52880;0.869;1777;0.75;0.164
771698658;0;44;M;5;высшее;женат / замужем;325946.4371;на покупку автомобиля;Blue;32;4;5;3;113760;0.619;1302;0.8;0.176
748326258;0;48;M;3;Среднее;гражданский брак;222049.6801;автомобиль;Blue;41;4;5;3;123020;1.509;1483;0.519;0.133
770817783;0;47;M;4;среднее;гражданский брак;174263.0609;автомобиль;Silver;33;3;2;1;345160;0.623;1060;0.5;0.049
779353083;0;47;M;2;высшее;Не женат / не замужем;170084.9315;на покупку своего автомобиля;Silver;32;4;2;2;345160;0.505;1330;0.684;0.043
711441333;0;43;F;1;среднее;Не женат / не замужем;73217.77717;жилье;Silver;35;3;2;2;105140;0.504;1229;0.8;0.15
719808558;1;55;F;2;среднее;женат / замужем;;операции с жильем;Blue;43;2;4;3;14383;0.707;886;0.421;0
711551958;1;59;M;2;высшее;Не женат / не замужем;85749.31502;операции с коммерческой недвижимостью;Blue;46;3;3;3;14383;0.688;844;0.5;0
809164083;0;63;M;1;среднее;гражданский брак;228663.5989;заняться высшим образованием;Blue;56;2;1;2;26190;1.259;1450;0.947;0.679
820596183;0;58;M;2;высшее;женат / замужем;101215.7142;покупка жилья для семьи;Blue;53;2;3;0;244070;1.071;2311;0.714;0.098
715999608;0;53;F;2;среднее;вдовец / вдова;62453.84611;покупка жилья;Blue;36;4;1;2;23770;0.93;1378;1.167;0.694
710565408;0;59;M;0;среднее;женат / замужем;122091.9075;ремонт жилью;Silver;40;3;2;3;345160;1.327;1033;1.364;0.039
805543158;0;52;M;3;среднее;женат / замужем;115108.9762;свадьба;Blue;47;5;3;3;110860;0.869;1523;1.105;0.199
709752183;0;48;M;3;высшее;женат / замужем;196675.3361;дополнительное образование;Blue;36;4;2;2;114320;0.615;1374;0.762;0.22
716479233;0;43;M;4;среднее;женат / замужем;198157.4908;заняться высшим образованием;Blue;36;5;3;2;132580;0.908;1080;1.333;0.13
713837058;0;48;M;2;неоконченное высшее;женат / замужем;120063.6541;на покупку своего автомобиля;Blue;36;3;2;3;25710;0.531;1234;0.714;0.76
718876683;0;43;F;4;среднее;женат / замужем;186570.9402;операции с недвижимостью;Blue;31;5;2;0;57810;0.638;1600;0.455;0.202
770746908;0;44;M;4;среднее;гражданский брак;138917.8894;строительство жилой недвижимости;Blue;30;5;1;2;78720;0.971;1155;0.882;0.319
794843883;0;41;M;3;среднее;вдовец / вдова;109253.3411;недвижимость;Blue;35;6;1;2;345160;0.603;1353;0.737;0.035
803043933;0;44;F;3;среднее;вдовец / вдова;153909.3485;операции с коммерческой недвижимостью;Silver;38;4;1;3;111270;2.368;1546;1.273;0.165
758076408;0;50;M;2;среднее;гражданский брак;;приобретение автомобиля;Blue;43;2;1;3;18570;0.579;1590;1.263;0.863
714606558;0;60;F;1;среднее;Не женат / не замужем;152884.9193;недвижимость;Blue;36;5;1;0;19130;1.008;1448;1;0.665
778425408;0;44;M;4;неоконченное высшее;Не женат / не замужем;248013.4716;строительство собственной недвижимости;Blue;24;5;3;0;38390;0.569;1271;0.714;0.598
714171108;0;48;F;3;высшее;Не женат / не замужем;296771.9491;сыграть свадьбу;Blue;39;6;2;3;21150;0.616;1223;0.538;0.539
719662458;0;44;F;2;Среднее;Не женат / не замужем;259120.5718;автомобили;Blue;27;5;2;2;14383;0.859;1117;1.071;0.472
713137233;0;41;M;2;Среднее;женат / замужем;317809.2407;свадьба;Blue;28;4;3;0;277560;0.75;994;0.846;0.064
769425858;0;45;M;3;среднее;женат / замужем;106766.2565;профильное образование;Blue;32;4;1;2;14383;0.81;1468;0.625;0
711297483;0;47;F;2;высшее;женат / замужем;102967.9368;сыграть свадьбу;Silver;34;6;4;2;138780;0.853;1658;0.357;0.16
788900883;0;51;F;2;среднее;гражданский брак;109366.3892;недвижимость;Blue;36;3;1;3;31060;0.604;1368;0.407;0.42
758348808;0;51;M;2;Среднее;женат / замужем;169498.4192;получение дополнительного образования;Blue;44;4;3;3;345160;0.613;1218;0.8;0.048
772336458;1;60;F;1;среднее;женат / замужем;161961.7692;заняться высшим образованием;Blue;50;4;4;3;14383;0.838;702;0.714;0.713
708711483;0;57;M;2;высшее;гражданский брак;159623.334;покупка жилья;Blue;46;2;3;0;188710;1.727;1516;2;0.092
717906783;0;41;M;5;среднее;женат / замужем;130205.211;покупка жилья;Blue;29;5;2;2;52070;1.073;1310;1;0.336
719437908;0;44;M;3;среднее;женат / замужем;153406.6276;на покупку своего автомобиля;Blue;36;6;2;2;179650;0.921;1767;0.923;0.092
769433508;0;43;M;1;среднее;женат / замужем;48296.07074;недвижимость;Blue;37;6;3;3;27330;0.767;933;0.923;0.666
790096533;0;55;M;2;неоконченное высшее;женат / замужем;117530.6836;образование;Blue;48;4;3;2;88630;1.207;1512;1.455;0.147
720997383;1;52;M;1;высшее;гражданский брак;32178.21368;высшее образование;Blue;36;2;3;3;18570;0.723;829;0.7;0.987
787541883;0;44;M;3;среднее;в разводе;132335.9012;сыграть свадьбу;Blue;33;3;3;3;345160;0.483;1120;0.35;0
709930758;0;41;M;2;среднее;гражданский брак;182114.0434;заняться высшим образованием;Blue;30;5;3;3;111070;0.538;1506;0.941;0.11
789830058;0;44;M;4;среднее;женат / замужем;149671.8734;на проведение свадьбы;Blue;34;4;1;2;215730;0.621;1384;2.273;0.073
710299608;1;53;F;2;высшее;женат / замужем;240075.612;операции со своей недвижимостью;Blue;33;2;3;3;28590;0.993;817;0.667;0.88
710741208;0;39;M;2;среднее;Не женат / не замужем;190426.1275;на проведение свадьбы;Blue;36;4;2;2;52690;1.148;2094;0.667;0.28
821797008;1;49;M;5;высшее;гражданский брак;112794.4445;на покупку своего автомобиля;Blue;45;2;2;3;14383;0.734;815;0.615;0
708874533;1;45;F;2;среднее;женат / замужем;138001.5617;ремонт жилью;Blue;36;1;3;2;33870;0.789;510;0.6;0
715341858;0;54;M;2;высшее;женат / замужем;198681.1571;на покупку своего автомобиля;Blue;46;6;2;3;19820;0.939;1377;0.69;0.65
793636308;0;49;M;3;неоконченное высшее;женат / замужем;514283.2429;операции с жильем;Blue;43;2;2;2;46450;0.912;1193;0.65;0.355
713779908;0;46;F;3;среднее;в разводе;161080.8511;покупка своего жилья;Blue;36;6;3;2;21890;0.343;1287;0.636;0.761
712125258;1;46;M;4;среднее;гражданский брак;;операции с коммерческой недвижимостью;Blue;30;3;3;3;24420;0.98;701;0.727;0
709703433;0;47;M;3;среднее;женат / замужем;201852.4301;покупка жилья для сдачи;Blue;38;4;1;2;213040;1.018;1770;0.923;0.072
721022433;0;44;M;2;СРЕДНЕЕ;вдовец / вдова;190938.3334;строительство жилой недвижимости;Blue;36;5;1;2;75770;0.435;1409;0.167;0.327
710103558;0;50;M;3;среднее;женат / замужем;138479.1156;на проведение свадьбы;Blue;31;4;1;2;32340;0.868;1354;0.647;0.459
715952883;0;73;M;0;Среднее;женат / замужем;121601.8508;на покупку подержанного автомобиля;Blue;36;5;3;2;44690;1.363;1765;1.615;0.252
719731458;0;56;M;3;среднее;женат / замужем;187151.524;автомобиль;Blue;46;6;3;4;29100;0.538;1192;0.588;0.244
772390908;1;59;M;0;среднее;женат / замужем;239829.6262;операции со своей недвижимостью;Blue;48;2;4;3;36160;0.616;687;0.545;0.291
787348608;0;70;M;0;среднее;гражданский брак;;операции со своей недвижимостью;Blue;56;3;2;3;32520;0.581;1227;0.875;0.46
709485033;0;55;F;2;среднее;в разводе;88939.62917;покупка жилья для сдачи;Blue;36;4;3;3;23580;0.969;1737;1.6;0.489
715432608;0;43;M;4;среднее;вдовец / вдова;228112.52;сделка с подержанным автомобилем;Blue;36;4;1;0;223220;0.769;1348;1.125;0.043
799471833;0;45;M;1;неоконченное высшее;женат / замужем;207569.0559;покупка жилья для семьи;Blue;39;4;2;2;31330;0.609;1435;0.462;0.482
714187533;0;45;F;2;среднее;женат / замужем;77528.51522;операции с жильем;Blue;35;2;3;0;35400;0.456;1321;0.75;0.24
779656908;0;40;M;1;высшее;женат / замужем;133402.3432;получение образования;Blue;23;6;3;2;69900;0.73;1479;0.611;0.197
788950158;0;36;M;2;среднее;женат / замужем;125436.186;заняться образованием;Blue;22;2;2;3;345160;0.854;1283;1.294;0.048
778867533;1;59;F;0;среднее;гражданский брак;212046.1163;покупка жилья для сдачи;Blue;40;1;4;1;14383;1.038;689;0.353;0
710620383;0;43;M;4;высшее;женат / замужем;256467.3095;приобретение автомобиля;Blue;35;6;3;2;243960;0.655;965;1.125;0.048
778661358;0;46;F;1;высшее;женат / замужем;155563.8685;недвижимость;Blue;36;2;3;2;24740;1.53;1541;1;0.866
789483333;0;41;M;2;среднее;в разводе;185119.2301;покупка своего жилья;Blue;32;5;1;3;52140;0.707;1258;1.3;0.152
809855808;0;51;F;2;среднее;Не женат / не замужем;;операции с коммерческой недвижимостью;Blue;46;5;2;2;52070;0.708;1339;0.538;0.317
718464258;0;51;F;3;Среднее;вдовец / вдова;130432.3897;строительство жилой недвижимости;Blue;25;2;2;2;95120;0.701;1007;1.444;0.114
708528483;0;43;F;4;СРЕДНЕЕ;женат / замужем;112090.5975;автомобиль;Blue;23;6;3;2;31870;0.617;1387;1.357;0.762
771809733;1;64;F;0;высшее;вдовец / вдова;174630.5145;получение дополнительного образования;Blue;53;1;3;3;33530;1.021;960;0.385;0
719942883;0;54;M;5;среднее;в разводе;81758.85514;операции со своей недвижимостью;Blue;38;3;3;3;22900;0.923;1119;3.5;0.626
807226683;0;48;M;3;высшее;гражданский брак;;жилье;Blue;43;6;1;3;52790;0.549;1642;0.519;0.211
717806133;0;40;M;2;неоконченное высшее;гражданский брак;115539.2409;получение высшего образования;Blue;29;5;3;0;236030;0.795;1382;1.067;0
720615708;0;57;M;0;среднее;женат / замужем;396566.6912;получение дополнительного образования;Blue;45;6;2;2;26010;0.814;1232;0.684;0
714511758;0;45;M;4;СРЕДНЕЕ;женат / замужем;106003.2547;сыграть свадьбу;Blue;40;4;3;0;63630;0.838;1542;1.286;0.162
715050408;0;41;M;3;среднее;гражданский брак;174088.2932;покупка недвижимости;Blue;36;4;3;3;80290;0.826;1094;0.524;0.196
721132233;0;42;F;4;среднее;гражданский брак;158370.3717;заняться высшим образованием;Blue;31;2;2;2;24100;0.759;1217;1.143;0.734
719211558;1;45;M;2;среднее;Не женат / не замужем;97012.92409;ремонт жилью;Blue;36;1;1;2;34010;0.898;744;1;0
712069008;0;42;F;4;среднее;женат / замужем;109005.7568;автомобиль;Blue;23;4;2;0;22600;0.84;1614;0.737;0.446
715996983;0;47;M;4;высшее;гражданский брак;279067.1087;покупка жилья;Blue;30;5;2;2;176820;1.302;1747;1.214;0.14
